conv_id,sentence,gold_label,subject_id,object_id,relation,subject_name,object_name,context_length,subject,object,pred_label,pos_score_raw,neg_score_raw,strength,confidence,margin,max_score,is_likely_neutral,pos_words,neg_words
189,"(-1 Turn: Speaker 1: You’re alone.) (Target Turn: Speaker 2: No, I-I live with Phoebe. I mean you’re alone, alone. And I just-it’s just not the time for us. I’m sorry.) (+1 Turn: Speaker 1: Ah well, can’t blame a guy for trying!)",negative,Phoebe,189_Spkr_2,per:negative_impression,Phoebe,Speaker 2,229,Phoebe,Speaker 2,negative,0.32,-0.32,0.38121660819385916,0.0,0.0,0.32,False,0.39,0.44
265,"(-1 Turn: Speaker 1: Yeah, I-I-I just pulled the tab and I just fogged his yeti ass!) (Target Turn: Speaker 3: Uhh, like dark hair, bushy beard?) (+1 Turn: Speaker 1: Yeah!)",negative,265_Spkr_3,Danny,per:negative_impression,Speaker 3,Danny,173,Speaker 3,Danny,negative,0.25,-0.25,0.3127107212090279,0.0,0.0,0.25,True,0.44,0.25
92,"(-1 Turn: N/A) (Target Turn: Speaker 1: I just wanna thank you for being there for me today. And I'm sorry I,I almost broke your hand.) (+1 Turn: Speaker 2: That's ok. I'm sorry I poisoned you.)",negative,92_Spkr_1,92_Spkr_2,per:negative_impression,Speaker 1,Speaker 2,194,Speaker 1,Speaker 2,negative,0.34,-0.42,0.4674081989931028,0.1052631578947368,0.07999999999999996,0.42,False,0.42,0.42
74,"(-1 Turn: Speaker 1: It was at the front door. When I got home. Somebody sent it to us.) (Target Turn: Speaker 2: Chandler, this is not addressed to you. This is addressed to Mrs. Braverman downstairs. Thief.) (+1 Turn: Speaker 1: I—no! I didn't read the box before I opened it. And you can't return a box after you've opened the box.)",neutral,Mrs. Braverman,74_Spkr_1,per:neighbor,Mrs. Braverman,Speaker 1,335,Mrs. Braverman,Speaker 1,negative,0.26,-0.26,0.32294312550183535,0.0,0.0,0.26,True,0.26,0.38
338,"(-1 Turn: Speaker 1: Hey.) (Target Turn: Speaker 2: Hi, my name’s Chandler. I just moved in next door and I was wondering if you would be interested in battling me in a post-apoplectic world for control of the galaxies last remaining energy source?) (+1 Turn: Speaker 1: Sure, neighbor come on in.)",positive,338_Spkr_2,338_Spkr_1,per:neighbor,Speaker 2,Speaker 1,298,Speaker 2,Speaker 1,positive,0.37,-0.2,0.42592773880356394,0.29824561403508765,0.16999999999999998,0.37,False,0.42,0.2
265,"(-1 Turn: Speaker 1: Yeah!) (Target Turn: Speaker 3: Yeah, you fogged Danny.) (+1 Turn: Speaker 1: Please! We did not fog Danny! Who's Danny?)",negative,Danny,265_Spkr_3,per:neighbor,Danny,Speaker 3,142,Danny,Speaker 3,positive,0.28,-0.0,0.34295318018494325,1.0,0.28,0.28,False,0.28,0.28
33,"(-1 Turn: Speaker 3: And I’m Rachel, an admirer of the building.) (Target Turn: Speaker 2: I-I heard about Mrs. Verhoeven passing away and I’m so sorry for your loss.) (+1 Turn: Speaker 1: She didn’t pass.)",negative,Mrs. Verhoeven,33_Spkr_1,per:neighbor,Mrs. Verhoeven,Speaker 1,206,Mrs. Verhoeven,Speaker 1,negative,0.35,-0.42,0.4674081989931028,0.09090909090909091,0.07,0.42,False,0.35,0.42
329,"(-1 Turn: Speaker 1: By the way, that fight was totally arousing.) (Target Turn: Speaker 4: Dude. Well done. You know what? If I die, and Rachel dies and Monica dies then you can totally take care of Emma.) (+1 Turn: Speaker 1: Oh yeah? Well thanks.)",positive,329_Spkr_4,329_Spkr_1,per:roommate,Speaker 4,Speaker 1,250,Speaker 4,Speaker 1,positive,0.51,-0.43,0.5346660690256866,0.08510638297872343,0.08000000000000002,0.51,False,0.51,0.43
12,"(-1 Turn: Speaker 2: Um-hmm.) (Target Turn: Speaker 1: Umm, when I said that uh, that Chandler and I wanted to umm, live together we meant alone together.) (+1 Turn: Speaker 2: Oh my God! Oh, that’s funny, I can’t believe I did that.)",positive,Chandler,12_Spkr_1,per:roommate,Chandler,Speaker 1,234,Chandler,Speaker 1,positive,0.32,-0.0,0.38121660819385916,1.0,0.32,0.32,False,0.32,0.0
189,"(-1 Turn: Speaker 1: Hey Rach, can I talk to you outside for a second?) (Target Turn: Speaker 2: Okay...) (+1 Turn: Speaker 2: What’s up, Ross?)",neutral,189_Spkr_2,Phoebe,per:roommate,Speaker 2,Phoebe,144,Speaker 2,Phoebe,positive,0.26,-0.0,0.32294312550183535,1.0,0.26,0.26,False,0.38,0.0
347,"(-1 Turn: N/A) (Target Turn: Speaker 1: Well that thing is clearing in the way! All right. Ah-ha! Ah-ah!! Damn fridge!) (+1 Turn: Speaker 2: Hi Joey, how ya doin’?)",positive,347_Spkr_1,347_Spkr_2,per:roommate,Speaker 1,Speaker 2,164,Speaker 1,Speaker 2,positive,0.43,-0.24,0.4753374578934072,0.28358208955223885,0.19,0.43,False,0.43,0.24
104,(-1 Turn: Speaker 2: Oh hi! Ross Geller. And this is my friend Phoebe.) (Target Turn: Speaker 3: Oh hi Phoebe.) (+1 Turn: Speaker 4: Mr. President.),positive,104_Spkr_3,104_Spkr_2,per:roommate,Speaker 3,Speaker 2,148,Speaker 3,Speaker 2,negative,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
266,"(-1 Turn: Speaker 3: Ahh, Phoebe, I'm gonna miss you!) (Target Turn: Speaker 1: Yes, you will be very sad. All right, well I gotta go tell Rachel the good news.) (+1 Turn: Speaker 2: Ohh! You guys gonna be living together again?)",negative,Rachel,Joey,per:roommate,Rachel,Joey,229,Rachel,Joey,positive,0.49,-0.32,0.5204945410251058,0.2098765432098765,0.16999999999999998,0.49,False,0.49,0.32
104,"(-1 Turn: Speaker 1: Hi!) (Target Turn: Speaker 2: Hi!) (+1 Turn: Speaker 1: Welcome to the building. I'm uh, Steve Sarah; I'm president of the tenants committee.)",positive,104_Spkr_2,104_Spkr_3,per:roommate,Speaker 2,Speaker 3,163,Speaker 2,Speaker 3,positive,0.38,-0.0,0.4344745613004629,1.0,0.38,0.38,False,0.38,0.0
305,"(-1 Turn: Speaker 1: Who’s your roommate?) (Target Turn: Speaker 1: Gunther! Gunther. Gunther, please tell me you didn’t say anything to Rachel about me and the girl from the Xerox place.) (+1 Turn: Speaker 3: I’m sorry. Was I not supposed to?)",negative,Rachel,305_Spkr_1,per:roommate,Rachel,Speaker 1,244,Rachel,Speaker 1,negative,0.22,-0.22,0.28107626656807383,0.0,0.0,0.22,True,0.22,0.32
305,"(-1 Turn: Speaker 1: Gunther! Gunther. Gunther, please tell me you didn’t say anything to Rachel about me and the girl from the Xerox place.) (Target Turn: Speaker 3: I’m sorry. Was I not supposed to?) (+1 Turn: N/A)",negative,305_Spkr_3,305_Spkr_2,per:roommate,Speaker 3,Speaker 2,216,Speaker 3,Speaker 2,negative,0.23,-0.23,0.2917796465322,0.0,0.0,0.23,True,0.23,0.34
12,"(-1 Turn: N/A) (Target Turn: Speaker 1: Rach, there’s something uh, important I have to tell you.) (+1 Turn: Speaker 2: Are you pregnant?!)",negative,12_Spkr_1,12_Spkr_2,per:roommate,Speaker 1,Speaker 2,139,Speaker 1,Speaker 2,positive,0.28,-0.0,0.34295318018494325,1.0,0.28,0.28,False,0.28,0.28
161,"(-1 Turn: Speaker 1: Mom! Dad! Ross smoked pot in college!) (Target Turn: Speaker 3, Speaker 4: What?!) (+1 Turn: Speaker 2: You are such a tattletale! Mom, Dad, you remember that-that time you walked in my room and smelled marijuana?)",negative,161_Spkr_3,161_Spkr_4,per:roommate,Speaker 3,Speaker 4,235,Speaker 3,Speaker 4,positive,0.32,-0.22,0.38121660819385916,0.18518518518518517,0.1,0.32,False,0.32,0.22
9,"(-1 Turn: Speaker 1: Hi.) (Target Turn: Speaker 2: Schnoodle. Oh my God, what the hell happened to my dog?) (+1 Turn: Speaker 1: It was an accident, and, and the woman who did this would never ever hurt a dog on purpose. She's a vegetarian.)",negative,9_Spkr_2,Schnoodle,per:pet,Speaker 2,Schnoodle,241,Speaker 2,Schnoodle,negative,0.0,-0.51,0.5346660690256866,1.0,0.51,0.51,False,0.0,0.51
115,"(-1 Turn: Speaker 2: The good stuff, huh?) (Target Turn: Speaker 3: Aww! Chi-Chi! Oh, I loved this dog! Y’know Monica couldn’t get braces because Chi-Chi needed knee surgery.) (+1 Turn: Speaker 2: What?!)",positive,115_Spkr_3,Chi-Chi,per:pet,Speaker 3,Chi-Chi,204,Speaker 3,Chi-Chi,positive,0.35,-0.24,0.4084446356331849,0.18644067796610167,0.10999999999999999,0.35,False,0.35,0.24
39,"(-1 Turn: Speaker 1: Ohhh, look at the little birdies! Are those yours?) (Target Turn: Speaker 2: Yeah!) (+1 Turn: Speaker 1: Wow, I didn’t know they let you keep chickens and ducks as pets.)",positive,39_Spkr_2,duck,per:pet,Speaker 2,duck,191,Speaker 2,duck,positive,0.35,-0.24,0.4084446356331849,0.18644067796610167,0.10999999999999999,0.35,False,0.35,0.24
115,"(-1 Turn: Speaker 1: What are you doing?) (Target Turn: Speaker 2: Oh I’m working on my toast for the party, or as I like to call it. Sob fest 2002. Hey check this out.) (+1 Turn: Speaker 1: It’s a dog.)",positive,115_Spkr_2,Chi-Chi,per:pet,Speaker 2,Chi-Chi,203,Speaker 2,Chi-Chi,negative,0.33,-0.33,0.39042909270369075,0.0,0.0,0.33,False,0.33,0.4
39,"(-1 Turn: Speaker 1: Ohhh, look at the little birdies! Are those yours?) (Target Turn: Speaker 2: Yeah!) (+1 Turn: Speaker 1: Wow, I didn’t know they let you keep chickens and ducks as pets.)",positive,39_Spkr_2,chicken,per:pet,Speaker 2,chicken,191,Speaker 2,chicken,positive,0.35,-0.24,0.4084446356331849,0.18644067796610167,0.10999999999999999,0.35,False,0.35,0.24
19,"(-1 Turn: Speaker 1: Presenting the award for Favorite Supporting Actress is Joey Tribbiani from Days of Our Lives.) (Target Turn: Speaker 2: Any one of the brilliant actresses nominated for this award tonight deserves to take it home. Unfortunately only one can. The nominees for Best Supporting Actress are from Passions Erin Goff. From One Life to Live Mary Loren Bishop, from All My Children Sarah Mchann, and from Days of Our Lives Jessica Ashley. And the winner is……Jessica Ashley from Days of Our Lives. Uh, unfortunately Jessica couldn’t be with us tonight so I’ll be accepting this award on her behalf. And I’m sure that Jessica would like to thank my parents who always believed in me. She’d also like to thank my friends, Chandler, Monica, Ross, Phoebe, and Rachel who’s sittin’ right there!) (+1 Turn: N/A)",positive,Phoebe,19_Spkr_2,per:friends,Phoebe,Speaker 2,818,Phoebe,Speaker 2,positive,0.52,-0.17,0.5415939886947765,0.5072463768115941,0.35,0.52,False,0.52,0.17
19,"(-1 Turn: Speaker 1: Presenting the award for Favorite Supporting Actress is Joey Tribbiani from Days of Our Lives.) (Target Turn: Speaker 2: Any one of the brilliant actresses nominated for this award tonight deserves to take it home. Unfortunately only one can. The nominees for Best Supporting Actress are from Passions Erin Goff. From One Life to Live Mary Loren Bishop, from All My Children Sarah Mchann, and from Days of Our Lives Jessica Ashley. And the winner is……Jessica Ashley from Days of Our Lives. Uh, unfortunately Jessica couldn’t be with us tonight so I’ll be accepting this award on her behalf. And I’m sure that Jessica would like to thank my parents who always believed in me. She’d also like to thank my friends, Chandler, Monica, Ross, Phoebe, and Rachel who’s sittin’ right there!) (+1 Turn: N/A)",positive,19_Spkr_2,Chandler,per:friends,Speaker 2,Chandler,818,Speaker 2,Chandler,positive,0.52,-0.17,0.5415939886947765,0.5072463768115941,0.35,0.52,False,0.52,0.17
